Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	F:\MS_data\CSF_Ringtrial\DIA\MS\RT_D_A_timsproDIA_R01.d	F:\MS_data\CSF_Ringtrial\DIA\MS\RT_D_A_timsproDIA_R02.d	F:\MS_data\CSF_Ringtrial\DIA\MS\RT_D_A_timsproDIA_R03.d	F:\MS_data\CSF_Ringtrial\DIA\MS\RT_D_A_timsproDIA_R04.d	F:\MS_data\CSF_Ringtrial\DIA\MS\RT_D_A_timsproDIA_R05.d	F:\MS_data\CSF_Ringtrial\DIA\MS\RT_D_A_timsproDIA_R06.d	F:\MS_data\CSF_Ringtrial\DIA\MS\RT_D_A_timsproDIA_R07.d	F:\MS_data\CSF_Ringtrial\DIA\MS\RT_D_A_timsproDIA_R08.d	F:\MS_data\CSF_Ringtrial\DIA\MS\RT_D_A_timsproDIA_R09.d
O15394	O15394	NCAM2_HUMAN	NCAM2	Neural cell adhesion molecule 2	114549	117000	108914	111710	117357	111252	108173	110134	118540
O15400	O15400	STX7_HUMAN	STX7	Syntaxin-7	6443.72	7465.09	6110.48	5689.78	6191.12	6475.23	6613.13	5082.9	5934.1
O15466	O15466	SIA8E_HUMAN	ST8SIA5	Alpha-2,8-sialyltransferase 8E	1025.04	612.952	1745.38	1167.89	403.514	1429.91	1706.59	845.025	1156.59
O43155	O43155	FLRT2_HUMAN	FLRT2	Leucine-rich repeat transmembrane protein FLRT2	2839.9	2479.12	1622.93	2230.43	1957.58	2141.26	1616.99	1646.78	2915.92
O43157	O43157	PLXB1_HUMAN	PLXNB1	Plexin-B1	13258.7	13224.3	12671.7	13018.3	13012.2	13221.4	14663.3	16319.9	12103.7
O43173	O43173	SIA8C_HUMAN	ST8SIA3	Sia-alpha-2,3-Gal-beta-1,4-GlcNAc-R:alpha 2,8-sialyltransferase	8126.65	6221.45	8114.8	7957.72	7269	8051.98	8303.29	8339.44	7610.22
O43240	O43240	KLK10_HUMAN	KLK10	Kallikrein-10	1132.87	1833.73	2166.27	2121.64	2300.96	2113.55	1778.92	1205.47	1325.84
O43278	O43278	SPIT1_HUMAN	SPINT1	Kunitz-type protease inhibitor 1	5516.89	4816.94	3985.46	4490.15	4603.53	4319.19	3686.45	4379.64	4160.44
O43291	O43291	SPIT2_HUMAN	SPINT2	Kunitz-type protease inhibitor 2	27758.9	25999.7	27158.3	21336	26996.7	24579.2	21977.2	22712.6	28730.7
O43300	O43300	LRRT2_HUMAN	LRRTM2	Leucine-rich repeat transmembrane neuronal protein 2	6404.65	5740.64	5751.22	6961.36	6704.31	5698.67	6261.11	7380.41	6110.88
O43323	O43323	DHH_HUMAN	DHH	Desert hedgehog protein	1701.85	1865.65	1176.71	2784.66	1392.48	1895.57	1681.36	2155.07	1903.11
O43405	O43405	COCH_HUMAN	COCH	Cochlin	3768.23	3072.35	3838.92	3871.5	3933.11	3782.91	3811.59	2973.1	3306.85
O43493	O43493	TGON2_HUMAN	TGOLN2	Trans-Golgi network integral membrane protein 2	14195.2	15128.7	15741.5	15102.5	14271.2	10985.6	21087.1	33295.3	32733.3
O43505	O43505	B4GA1_HUMAN	B4GAT1	Beta-1,4-glucuronyltransferase 1	202886	196634	196704	191746	191443	181460	188809	179699	202284
O43529	O43529	CHSTA_HUMAN	CHST10	Carbohydrate sulfotransferase 10	11010.5	9631.68	11194.9	11378.3	10529.2	9569.26	9204.95	9797.1	8424.57
O43556	O43556	SGCE_HUMAN	SGCE	Epsilon-sarcoglycan	22287.2	22217.5	21444.8	22650.6	22302.3	20088.2	19828.1	16461.9	18079
O43567	O43567	RNF13_HUMAN	RNF13	E3 ubiquitin-protein ligase RNF13	1458.39	1039.96	1488.45	1332.06	1700.84	1076.63	1025.31	830.29	2669.39
O43707	P12814;O43707	ACTN4_HUMAN	ACTN4	Alpha-actinin-4	738.337	1265.49	1270.25	880.261	593.146	1111.08	874.438	1562.2	966.85
O43759	O43759	SNG1_HUMAN	SYNGR1	Synaptogyrin-1		658.449	447.832	1159.44	364.102		666.658	362.335	914.068
O43760	O43760	SNG2_HUMAN	SYNGR2	Synaptogyrin-2		4697.1	4591.8	4420.19	3945.42	4748.27	4568.8	4153.87	5632.09
O43790	O43790	KRT86_HUMAN	KRT86	Keratin, type II cuticular Hb6	384.568	754.463	1185.89	1052.38	1310.25	1405.03	928.681	1110.96	981.921
O43827	O43827	ANGL7_HUMAN	ANGPTL7	Angiopoietin-related protein 7	14093.8	13146.1	16470	15593.6	15208.9	15946.3	17211.3	14873.4	15006.7
O43854	O43854	EDIL3_HUMAN	EDIL3	EGF-like repeat and discoidin I-like domain-containing protein 3	2150.6	2054.53	1857.96	2100.2	1606.6	1923.23	2165.89	1132.52	2242.76
O43866	O43866	CD5L_HUMAN	CD5L	CD5 antigen-like	39473.2	37114.7	34329	33483.4	35332.8	35782.3	37427.5	36346.7	55430.4
O43897	O43897	TLL1_HUMAN	TLL1	Tolloid-like protein 1	1398.39	1856.78	1462.55	1762.69	2537.56	1244.59	1275.36	2500.4	1218.77
O43909	O43909	EXTL3_HUMAN	EXTL3	Exostosin-like 3	1059.45	977.086	866.797	1101.92	1243.17	839.056	870.274	949.068	743.123
O43916	O43916	CHST1_HUMAN	CHST1	Carbohydrate sulfotransferase 1	2504.78	2887.43	2455.75	2767.84	2567.98	2551.02	2500.77	2512.4	2551.63
O60241	O60241	AGRB2_HUMAN	ADGRB2	Adhesion G protein-coupled receptor B2	30012.1	26393	25610	27478.3	21652.7	22521.5	20947	21296.6	18038
O60242	O60242	AGRB3_HUMAN	ADGRB3	Adhesion G protein-coupled receptor B3	2565.01	2511.79	2761.06	2472.63	2514.13	2348.86	2506.7	2735.75	3434.8
O60243	O60243	H6ST1_HUMAN	HS6ST1	Heparan-sulfate 6-O-sulfotransferase 1	4195.59	3131.45	2527.9	4065.84	3472.48	3407.12	2364.13	5137.6	2778.56
O60243;Q8IZP7	Q8IZP7;O60243	H6ST1_HUMAN;H6ST3_HUMAN	HS6ST1;HS6ST3	Heparan-sulfate 6-O-sulfotransferase 1	8286.01	9951.02	8573.32	10252.5	8014.61	11385.9			
O60245	O60245	PCDH7_HUMAN	PCDH7	Protocadherin-7	12893	13967.3	14462.1	13134.1	13572.3	13648.1	13277.1	12329.7	12145.9
O60279	O60279	SUSD5_HUMAN	SUSD5	Sushi domain-containing protein 5	31195	32382.8	34747.7	32072	32366.6	32156.6	30550.2	30837	27040.4
O60449	O60449	LY75_HUMAN	LY75	Lymphocyte antigen 75	1770.02	1408.32	1017.45	1714.89	1271.44	1520.47	1640.31	1105.32	1468.31
O60462	O60462	NRP2_HUMAN	NRP2	Neuropilin-2	7863.54	8084.8	7951.8	8868.26	8197.3	7960.54	8774.1	8150.02	8012.3
O60476	O60476	MA1A2_HUMAN	MAN1A2	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB	10966.6	11354.4	11563.8	12274.3	10743.1	11792.5	10939	11640.1	10082.9
O60476;P33908	P33908;O60476	MA1A1_HUMAN;MA1A2_HUMAN	MAN1A1;MAN1A2	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB	9444.62	5572.23	5106.75	3756.89	3459.93	3292.31	5226.14	4721.02	1758.64
O60477	O60477	BRNP1_HUMAN	BRINP1	BMP/retinoic acid-inducible neural-specific protein 1	886.563	1031.87	820.073	788.653	1361.63	1208.63	681.377	1221.68	849.378
O60486	O60486	PLXC1_HUMAN	PLXNC1	Plexin-C1	527.486	133.896	230.493	238.895	589.519	181.005	304.634	476.012	486.059
O60507	O60507	TPST1_HUMAN	TPST1	Protein-tyrosine sulfotransferase 1	3859.48	4504.76	4355.15	4336.64	4640.42	5014.13	4424.33	4637.74	5078.91
O60512	O60512	B4GT3_HUMAN	B4GALT3	Beta-1,4-galactosyltransferase 3	519.549	1273.76	505.572	567.36	354.711	622.355	130.23	364.418	
O60568	O60568	PLOD3_HUMAN	PLOD3	Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3	8514.99	8485.2	9039.98	9348.09	9061.76	8769.72	9199.65	9052.68	7769.2
O60609	O60609	GFRA3_HUMAN	GFRA3	GDNF family receptor alpha-3	6639.72	7213.82	7737.07	4607.51	8880.37	10012.4	7963.17	9027.21	7831.26
O60613	O60613	SEP15_HUMAN	SELENOF	Selenoprotein F	3185.9	3339.8	3504.13	3432.45	3070.54	2538.32	3158.9	3079.82	2183.93
O60814;P06899;P23527;P33778;P57053;P58876;P62807;Q16778;Q5QNW6;Q8N257;Q93079;Q99877;Q99879;Q99880	P23527;P33778;Q8N257;P62807;Q99877;O60814;Q16778;Q99880;Q93079;P57053;Q5QNW6;P06899;P58876;Q99879	H2B1B_HUMAN;H2B1C_HUMAN;H2B1D_HUMAN;H2B1H_HUMAN;H2B1J_HUMAN;H2B1K_HUMAN;H2B1L_HUMAN;H2B1M_HUMAN;H2B1N_HUMAN;H2B1O_HUMAN;H2B2E_HUMAN;H2B2F_HUMAN;H2B3B_HUMAN;H2BFS_HUMAN	H2BC10;H2BC11;H2BC12;H2BC13;H2BC14;H2BC15;H2BC17;H2BC18;H2BC21;H2BC3;H2BC5;H2BC9;H2BS1;H2BU1	Histone H2B type 1-K	4338.83	3068.89	2129.45	2019.49	2206.55	2130.4	2766.62	1942.7	2149.16
O60844	O60844	ZG16_HUMAN	ZG16	Zymogen granule membrane protein 16	1158.47	936.158	1077.08	1506.25	1471.49	878.582	1489.14	1153.17	1115.16
O60883	O60883	G37L1_HUMAN	GPR37L1	G-protein coupled receptor 37-like 1	143333	154908	146430	153686	145613	143453	135652	126047	100435
O60888	O60888	CUTA_HUMAN	CUTA	Protein CutA	51087.6	57832.4	56308.1	57750.4	60205.4	52798.5	48278.4	51118.1	39312.3
O60909	O60909	B4GT2_HUMAN	B4GALT2	Beta-1,4-galactosyltransferase 2	1278.72	1495.89	1298.48	1915.86	1293.91	1388.68	1574.2	1424.93	1680.39
O60939	O60939	SCN2B_HUMAN	SCN2B	Sodium channel subunit beta-2	2601.53	3024.72	2717.73	1925.57	2869.71	3225.51	1867.72	1858.03	2622.24
O75015	O75015	FCG3B_HUMAN	FCGR3B	Low affinity immunoglobulin gamma Fc region receptor III-B	3032.85	2812	3311.74	3295.4	2588.87	2827.57	2591.69	3994	1783.5
O75015;P08637	O75015;P08637	FCG3A_HUMAN;FCG3B_HUMAN	FCGR3A;FCGR3B	Low affinity immunoglobulin gamma Fc region receptor III-B	47723.1	44329.8	44756.6	48028.8	46858.3	52146.7	52432.8	54834	48432.4
O75022;P59901;Q6PI73;Q8N423;Q8N6C8	Q8N423;Q6PI73;O75022;P59901;Q8N6C8	LIRA3_HUMAN;LIRA4_HUMAN;LIRA6_HUMAN;LIRB2_HUMAN;LIRB3_HUMAN	LILRA3;LILRA4;LILRA6;LILRB2;LILRB3	Leukocyte immunoglobulin-like receptor subfamily B member 3	1608.76	1107.17	943.981	1504.67	1164.74	968.062	1513.71	600.535	1359.62
O75051	O75051	PLXA2_HUMAN	PLXNA2	Plexin-A2	959.761	533.951	413.514	518.021	596.923	1517.09			660.29
O75063	O75063	XYLK_HUMAN	FAM20B	Glycosaminoglycan xylosylkinase	2050.68	1821.96	2034.12	2036.13	2074	2626.03	2162.86	2077.11	1941.75
O75071	O75071	EFC14_HUMAN	EFCAB14	EF-hand calcium-binding domain-containing protein 14	4313.62	3983.6	4770.45	2564.06	4743.47	5207.2	4978.05	4307.25	4471.64
O75077	O75077	ADA23_HUMAN	ADAM23	Disintegrin and metalloproteinase domain-containing protein 23	8753.95	10460.2	9469.01	11839.4	10751.6	10880.8	11398.8	10182.9	10597.5
O75078	O75078	ADA11_HUMAN	ADAM11	Disintegrin and metalloproteinase domain-containing protein 11	18283.1	17317.5	19726.5	17868.5	19283.8	20293.8	18467.4	17118.8	16848.7
O75083	O75083	WDR1_HUMAN	WDR1	WD repeat-containing protein 1	2219.54	1840.01	2947.69	3016.57	1964.55	2123.3	2472.07	2417.76	2392.99
O75084;Q14332	Q14332;O75084	FZD2_HUMAN;FZD7_HUMAN	FZD2;FZD7	Frizzled-7	10005.2	11641.3	11655.3	10413.3	10327.1	9839.24	9793.66	11736.4	11434.6
O75093	O75093	SLIT1_HUMAN	SLIT1	Slit homolog 1 protein	3995.89	4972.72	5698.6	4125.25	4044.07	4286.93	5193.27	4169.36	5389.53
O75095	O75095	MEGF6_HUMAN	MEGF6	Multiple epidermal growth factor-like domains protein 6	1199.53	1325.19	860.597	1012.95	568.827	1284.44	628.806	1343.39	1330.31
O75129	O75129	ASTN2_HUMAN	ASTN2	Astrotactin-2	565.088	687.828	515.957	357.434	1054.27	207.576		548.292	306.583
O75144	O75144;A0A087X1L8	ICOSL_HUMAN	ICOSLG	ICOS ligand	107973	105789	103987	96222.8	91172.1	92118.5	91205.7	86773.9	86403.5
O75173	O75173	ATS4_HUMAN	ADAMTS4	A disintegrin and metalloproteinase with thrombospondin motifs 4	20150.4	21577.7	21249.9	19782.2	19511.7	20507.4	20428.8	21683.7	18476.8
O75223	O75223	GGCT_HUMAN	GGCT	Gamma-glutamylcyclotransferase	15541.1	15504.1	14869.3	17087.1	13700.6	15830.9	14400.2	12591.2	12158.5
O75326	O75326	SEM7A_HUMAN	SEMA7A	Semaphorin-7A	118061	109991	114418	113113	110853	109991	107759	110822	114934
O75347	O75347	TBCA_HUMAN	TBCA	Tubulin-specific chaperone A	2066.58	2416.7	2366.58	2178.66	2189.44	2174.65	2690.03	2566.57	2904.92
O75354	O75354	ENTP6_HUMAN	ENTPD6	Ectonucleoside triphosphate diphosphohydrolase 6	2906.4	2922.16	2889.58	3334.42	2692.71	3147.93	3691.02	3468.67	2702.68
O75368	O75368	SH3L1_HUMAN	SH3BGRL	SH3 domain-binding glutamic acid-rich-like protein	4907.05	6539.04	8252.21	7864.92	8887.64	8677.57	10691.6	9271.86	12347
O75369	O75369	FLNB_HUMAN	FLNB	Filamin-B	4407.68	1241.3	776.855	476.683	481.197			390.632	
O75369;P21333	Q14315;O75369;P21333	FLNA_HUMAN;FLNB_HUMAN	FLNA;FLNB	Filamin-B	1393.12	1685.93	1488.77	1218.49	785.67	982.068	824.044	908.554	1160.22
O75487	O75487	GPC4_HUMAN	GPC4	Glypican-4	3010.42	3540.87	3399.39	3216.66	3353.42	3452.93	2834.08	3155.47	3131.47
O75487;Q9Y625	Q9Y625;O75487	GPC4_HUMAN;GPC6_HUMAN	GPC4;GPC6	Glypican-4	5845.85	7833.2	6296.41	6562.3	5573.61	7517.06	6069.96	8581.59	7037.07
O75493	O75493	CAH11_HUMAN	CA11	Carbonic anhydrase-related protein 11	27529.4	30349.1	24488.7	26779.3	27244	27908	27108.5	28568.3	39052.1
O75503	O75503	CLN5_HUMAN	CLN5	Ceroid-lipofuscinosis neuronal protein 5	26453.3	24063.4	25828.6	25608.4	25808.6	24564.4	26086.7	25649.1	31072.8
O75509	O75509	TNR21_HUMAN	TNFRSF21	Tumor necrosis factor receptor superfamily member 21	29101.5	27587.9	28614.5	26578.1	28728.4	29036.7	30161.1	27419	24173.8
O75594	O75594	PGRP1_HUMAN	PGLYRP1	Peptidoglycan recognition protein 1	453.248	408.053	607.178	677.431	451.374	577.094	889.425	958.132	745.935
O75629	O75629	CREG1_HUMAN	CREG1	Protein CREG1	8565.91	8502.86	8700.92	9937.29	9373.31	9959.8	10891.3	9409.18	9230.67
O75636	O75636	FCN3_HUMAN	FCN3	Ficolin-3	2113.5	1696.41	2241.85	2204.34	2157.89	2099.6	2622.79	1709.74	1731.55
O75711	O75711	SCRG1_HUMAN	SCRG1	Scrapie-responsive protein 1	38744	51663.8	42067.2	44630.1	46928.6	39343.1	36146.7	31955.3	50784.2
O75752	O75752	B3GL1_HUMAN	B3GALNT1	UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 1	28083.2	31099.1	29638.3	31791.9	30079.7	30503	30313.2	32061.2	30321.3
O75781	O75781	PALM_HUMAN	PALM	Paralemmin-1	5694.35	4334.98	4364.28	4292.61	5032.34	4952.64	5123.91	4936.35	7934.93
O75787	O75787	RENR_HUMAN	ATP6AP2	Renin receptor	50622	49473.8	52022	55917.9	53363.5	53375.7	47079.6	42829.1	34516.1
O75829	O75829	CNMD_HUMAN	CNMD	Leukocyte cell-derived chemotaxin 1	3590.84	4956.6	3440.47	4818.06	4706.83	3098.65	4448.77	4164.8	5228.75
O75874	O75874	IDHC_HUMAN	IDH1	Isocitrate dehydrogenase [NADP] cytoplasmic	4353.29	3615.01	4447.48	3615.61	3431.99	3358.44	3338.79	4607.75	3268.73
O75882	O75882	ATRN_HUMAN	ATRN	Attractin	68379.5	67141	66410.1	65639.9	69526.9	65246.2	67775	68132.4	73788.8
O75900	O75900	MMP23_HUMAN	MMP23B	Matrix metalloproteinase-23	1130.22	1668.29		1259.01	4803.5	1551.54		2012.27	11204.9
O75973	O75973	C1QRF_HUMAN	C1QL1	C1q-related factor	3218.49	3403.9	1985.58	4227.23	2477.23	2942.26	2214.78	3022.93	5368.55
O75976	O75976	CBPD_HUMAN	CPD	Carboxypeptidase D	2670.19	2038.56	2112.88	2184.32	2803.54	2463.72	3779.95	2121.98	2008.7
O76061	O76061	STC2_HUMAN	STC2	Stanniocalcin-2	17696.8	16173.9	19566.3	19102.3	14260.1	16010.3	17884	18498.4	15627.3
O76070	O76070	SYUG_HUMAN	SNCG	Gamma-synuclein	5192.83	4997.57	4930.81	4529.17	3799.26	3072.44	4657.08	4570.94	6465.04
O76076	O76076	CCN5_HUMAN	CCN5	CCN family member 5	2673.08	2897.97	2602.51	2442.44	3924.16	4439.89	3588.63	3163.24	2704.77
O94760	O94760	DDAH1_HUMAN	DDAH1	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1	24845.3	24518.4	25806.8	25192.9	25401.6	26505.3	27147.4	29867.1	24220.3
O94766	O94766	B3GA3_HUMAN	B3GAT3	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3	2457.79	2309.37	2028.85	835.379	2101.27	1805.07	327.38	2202.46	2823.38
O94769	O94769	ECM2_HUMAN	ECM2	Extracellular matrix protein 2	46672.3	49160.9	47454.5	45694.1	44499.9	44092.2	41279.1	43857.2	45653.2
O94772	O94772	LY6H_HUMAN	LY6H	Lymphocyte antigen 6H	91022.3	108991	80837.8	82572.9	85748.3	80225.6	69672	64627.5	85601.8
O94779	O94779	CNTN5_HUMAN	CNTN5	Contactin-5	1901.93	2447.41	2483.46	2673.64	2303.02	2161.32	2736.56	2582.89	2000.96
O94779;Q8IWV2	O94779;Q8IWV2	CNTN4_HUMAN;CNTN5_HUMAN	CNTN4;CNTN5	Contactin-5					4636.97		4921.21		5275.88
O94782	O94782	UBP1_HUMAN	USP1	Ubiquitin carboxyl-terminal hydrolase 1	6949.76	8002.14	7301.44	7067.14	7480.92	7629.11	6854.49	7999.36	7290.51
O94813	O94813	SLIT2_HUMAN	SLIT2	Slit homolog 2 protein	111.823	130.554	91.8192	94.3275	71.4814		119.754	268.314	163.77
O94856	O94856	NFASC_HUMAN	NFASC	Neurofascin	54916.5	55973	53741	51004.2	53049.3	52644.3	52375.7	55081	54098.5
O94898	O94898	LRIG2_HUMAN	LRIG2	Leucine-rich repeats and immunoglobulin-like domains protein 2	1233.63	1978.01	1728.45	1669.3	1555.09	2053.21	1451.55	1471.49	1677.06
O94910	O94910	AGRL1_HUMAN	ADGRL1	Adhesion G protein-coupled receptor L1	151962	157119	150715	149118	155311	159622	155562	161621	171892
O94919	O94919	ENDD1_HUMAN	ENDOD1	Endonuclease domain-containing 1 protein	113575	115639	115206	117601	114974	113496	114175	121109	114226
O94923	O94923	GLCE_HUMAN	GLCE	D-glucuronyl C5-epimerase	767.783	900.947	1870.8	1378.74	2763.58	1972.25	1315.86	2791.65	
O94933	O94933	SLIK3_HUMAN	SLITRK3	SLIT and NTRK-like protein 3	4659.33	4785.46	4893.16	5174.98	5742.69	5001.85	4667.79	3987.03	4634.96
O94964	O94964	SOGA1_HUMAN	SOGA1	Protein SOGA1		7992.95	12726.2	14554.7	7452.94	5953		25388.8	
O94973	O94973	AP2A2_HUMAN	AP2A2	AP-2 complex subunit alpha-2	897.221	742.612	706.493	958.45	391.629	1171.65	942.071	899.332	884.207
O94985	O94985	CSTN1_HUMAN	CLSTN1	Calsyntenin-1	212357	224194	222837	217198	219629	221193	211443	220407	222404
O94985;Q9H4D0	Q9H4D0;O94985	CSTN1_HUMAN;CSTN2_HUMAN	CLSTN1;CLSTN2	Calsyntenin-1	3480.78	4352.85	3691.64	3858.4	3574.86	4131.93	1863.83	2913.05	6841.45
O94991	O94991	SLIK5_HUMAN	SLITRK5	SLIT and NTRK-like protein 5	7732.08	8039.96	7597.6	7217.43	6911.51	7335.81	7966.65	8306.63	9486.98
O94991;Q9H5Y7	Q9H5Y7;O94991	SLIK5_HUMAN;SLIK6_HUMAN	SLITRK5;SLITRK6	SLIT and NTRK-like protein 5	3619.68	4304.39	2104.48	3031.52	3293.98	3971.88	3677.16	5597.18	10015
O95025	O95025	SEM3D_HUMAN	SEMA3D	Semaphorin-3D	1205.81	2095.65	1686.55	1828.42	2232.76	2134.29	1745.62	2083.22	1488.86
O95084	O95084	PRS23_HUMAN	PRSS23	Serine protease 23	1204.1	812.7	703.681	1165.33	810.995	823.057	1124.84	1171.52	1091.03
O95158	O95158	NXPH4_HUMAN	NXPH4	Neurexophilin-4	2710.03	3993.92	3375.32	4193.89	4502.19	4196.37	3722.62	4715.05	3109.55
O95185	O95185	UNC5C_HUMAN	UNC5C	Netrin receptor UNC5C	3308.92	3648.27	3831.42	3643.31	3031.48	3896.08	4003.49	2996.64	2899.96
O95196	O95196	CSPG5_HUMAN	CSPG5	Chondroitin sulfate proteoglycan 5	31121.3	74061.5	32648.3	54720.2	69660.9	48833.7	65619.3	46910.5	86050.5
O95206	O95206	PCDH8_HUMAN	PCDH8	Protocadherin-8	4215.48	3614.05	4312.02	3768.29	4019.55	4132.38	3503.85	3481.89	4545.18
O95336	O95336	6PGL_HUMAN	PGLS	6-phosphogluconolactonase	7520.45	6534.96	7033.2	8345.62	5860.44	6741	4226.7	5690.94	5343.09
O95390	O95390	GDF11_HUMAN	GDF11	Growth/differentiation factor 11	3763.91	3560.48	3931.4	3972.51	4048.27	3517.83	3481.89	4410.58	4535.34
O95428	O95428	PPN_HUMAN	PAPLN	Papilin	16539.1	17167.3	16379.1	17859.5	17416.6	17864.2	16979.8	17120.1	14568.1
O95433	O95433	AHSA1_HUMAN	AHSA1	Activator of 90 kDa heat shock protein ATPase homolog 1	1432.76	1394.61	1368.01	1219.37	1927.68	627.911	962.748	1131.13	968.139
O95445	O95445	APOM_HUMAN	APOM	Apolipoprotein M	21411.2	21281.9	24103.3	22032.5	20526.1	21666.8	22509.8	18715.4	21444.6
O95450	O95450	ATS2_HUMAN	ADAMTS2	A disintegrin and metalloproteinase with thrombospondin motifs 2	3380.27	3739.77	1897.1	2137.39	2097.7	2170.41	3268.2	465.206	
O95479	O95479	G6PE_HUMAN	H6PD	GDH/6PGL endoplasmic bifunctional protein	1884.71	2136.92	2792.93	1964.46	1716.47	1746.68	2828.31	2401.92	2016.15
O95490	O95490	AGRL2_HUMAN	ADGRL2	Adhesion G protein-coupled receptor L2	2301.56	2407.24	2526.39	2343.28	2961.85	2707.27	2252.7	2185.57	1462.43
O95497	O95497	VNN1_HUMAN	VNN1	Pantetheinase	2961.97	3864.68	3102.6	3330.82	3273.79	3934.82	2488.8	2582.56	2252.03
O95502	O95502	NPTXR_HUMAN	NPTXR	Neuronal pentraxin receptor	60724.9	57805.3	69903.2	71048.4	69312.8	66585.9	65321.5	58193.2	46154.3
O95633	O95633	FSTL3_HUMAN	FSTL3	Follistatin-related protein 3	20281.4	17665.4	20966	19504.1	19375.2	21457.9	20833.6	17254.8	21368.9
O95782	O95782	AP2A1_HUMAN	AP2A1	AP-2 complex subunit alpha-1	794.96	1028.36	1490.81	2497.88	2945.62	2308.04	3544.51	442.576	4208.7
O95841	O95841	ANGL1_HUMAN	ANGPTL1	Angiopoietin-related protein 1	1847.13	1877.88	2879.16	2356.86	2868.45	1309.91	1971.83	1645.85	1756.53
O95841;Q9UKU9	O95841;Q9UKU9	ANGL1_HUMAN;ANGL2_HUMAN	ANGPTL1;ANGPTL2	Angiopoietin-related protein 1	574.483	820.781	610.094	670.499	826.97	586.254	329.242	705.625	399.046
O95857	O95857	TSN13_HUMAN	TSPAN13	Tetraspanin-13		964.17	846.461	393.465	466.307	559.394	663.72	1053.25	1050.04
O95865	O95865	DDAH2_HUMAN	DDAH2	N(G),N(G)-dimethylarginine dimethylaminohydrolase 2	4762.75	4635.23	5240.42	5049.02	5315.71	4439.81	5721.49	4839.31	5021.4
O95897	O95897	NOE2_HUMAN	OLFM2	Noelin-2	7496.39	7667.21	5709.02	6148.38	6684.2	6662.82	7004.01	7125.77	8645.76
O95965	O95965	ITGBL_HUMAN	ITGBL1	Integrin beta-like protein 1	9346.38	9182.18	8234.47	9381.64	7809.98	9254.57	9662.16	7715.35	8846.52
O95967	O95967	FBLN4_HUMAN	EFEMP2	EGF-containing fibulin-like extracellular matrix protein 2	59925.9	58070.8	55486.8	58579.7	57743.2	59396.7	57277.7	55925.4	55014.2
O95970	O95970	LGI1_HUMAN	LGI1	Leucine-rich glioma-inactivated protein 1	3651.39	2302.98	3741.85	4118.49	2954.51	3466.79	3039.3	2815.38	4167.24
O95980	O95980	RECK_HUMAN	RECK	Reversion-inducing cysteine-rich protein with Kazal motifs	5004.85	4758.69	4896.08	4352.23	4220.99	4744.35	4717.51	4624.18	4699.33
O95998	O95998	I18BP_HUMAN	IL18BP	Interleukin-18-binding protein	1709.96	2209.52	2285.36	1994.69	1914.11	1946.86	1553.96	1313.55	1420.71
P00325;P00326	P00325;P00326	ADH1B_HUMAN;ADH1G_HUMAN	ADH1B;ADH1C	All-trans-retinol dehydrogenase [NAD(+)] ADH1B	2485.64	1860.74	1706.67	1527.67	2709.4	3618.7	2033.56	2625.49	1968.39
P00338	P00338	LDHA_HUMAN	LDHA	L-lactate dehydrogenase A chain	51201.2	50755.4	45020.4	47477.9	48352.4	46994.4	39279.3	45545.1	73304.9
P00338;P07195	P07864;Q6ZMR3;P07195;P00338	LDHA_HUMAN;LDHB_HUMAN	LDHA;LDHB	L-lactate dehydrogenase A chain	37227.5	35955	27873.7	29565.6	28355.4	27973.1	30342	39540.4	114691
P00352	P00352	AL1A1_HUMAN	ALDH1A1	Retinal dehydrogenase 1	7786.04	6868.35	8464.39	8100.39	8109.6	7992.08	7614.7	7476.8	7806.9
P00390	P00390	GSHR_HUMAN	GSR	Glutathione reductase, mitochondrial	5808.11	5387.41	6196.11	5075.69	4895.97	4926.53	4951.63	4573.41	5215.68
P00441	P00441	SODC_HUMAN	SOD1	Superoxide dismutase [Cu-Zn]	366733	372209	368232	337482	357951	326344	337252	333332	264418
P00450	P00450	CERU_HUMAN	CP	Ceruloplasmin	729917	693802	720195	693055	698423	692138	691412	682757	703601
P00488	P00488	F13A_HUMAN	F13A1	Coagulation factor XIII A chain	10113.3	10400	10458.8	9342.89	10998.5	9853.62	11375	11276.6	10606.6
P00492	P00492	HPRT_HUMAN	HPRT1	Hypoxanthine-guanine phosphoribosyltransferase	10769.4	12859	11077.3	9184.7	11858	11000.2	12088.4	9942.55	11166.6
P00505	P00505	AATM_HUMAN	GOT2	Aspartate aminotransferase, mitochondrial	10675.3	10664.9	11114.9	11110.8	9629.42	10680	10226.3	11264.1	11512.7
P00533	P00533	EGFR_HUMAN	EGFR	Epidermal growth factor receptor	5567.97	6292	7539.47	6811.41	6460.53	7051.54	7010.34	6558.35	8775.32
P00558	P00558	PGK1_HUMAN	PGK1	Phosphoglycerate kinase 1	27158	25417.1	25524.3	25757.2	25848.6	26591.6	25709.9	26034.1	24206.9
